timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,lmax_vwap,sigma,lmax_vwmp (lower)
2021-02-24 18:25:00,0.0,49676.5,49745.0,49649.6,49683.0,13.16,654215.86701,49712.45,19.0,49731.0
2021-02-24 18:30:00,0.0,49682.5,49931.0,49644.5,49930.0,12.03,599781.35509,49857.14,69.64,49806.5
2021-02-24 18:35:00,0.0,49941.001,50044.5,49882.0,49907.5,14.31,715091.65224,49971.46,30.93,49936.0
2021-02-24 18:40:00,0.0,49935.0,49944.5,49860.5,49889.0,12.88,642661.9042,49896.11,20.19,49900.5
2021-02-24 18:45:00,0.0,49907.5,49907.5,49762.0,49865.5,36.21,1804288.20401,49828.45,35.02,49899.0
2021-02-24 18:50:00,0.0,49876.5,49876.5,49678.5,49704.0,13.98,695611.972,49757.65,44.34,49736.5
2021-02-24 18:55:00,0.0,49717.0,49756.0,49605.0,49611.0,16.24,806499.81508,49661.32,40.07,49683.5
2021-02-24 19:00:00,0.0,49628.001,49731.5,49608.5,49651.0,20.57,1021337.4652,49651.8,31.34,49731.5
2021-02-24 19:05:00,0.0,49632.5,49632.5,49374.5,49394.5,27.92,1381881.17007,49494.31,74.54,49402.0
2021-02-24 19:10:00,0.0,49436.999,49684.001,49357.5,49389.5,39.35,1946138.3192,49457.14,85.39,49495.5
2021-02-24 19:15:00,0.0,49406.0,49555.5,49406.0,49522.0,46.03,2277900.83436,49487.31,30.35,49485.5
2021-02-24 19:20:00,0.0,49546.59,49610.5,49460.0,49548.0,13.0,643844.52406,49526.5,34.18,49539.0
2021-02-24 19:25:00,0.0,49562.0,49562.0,49410.0,49483.0,39.5,1954430.66771,49479.26,36.82,49413.0
2021-02-24 19:30:00,0.0,49465.5,49465.5,49165.0,49173.5,26.27,1293583.32158,49241.85,62.8,49186.0
2021-02-24 19:35:00,0.0,49222.5,49222.5,48855.5,48967.0,31.01,1519958.22281,49015.1,87.69,49006.0
2021-02-24 19:40:00,0.0,48914.5,49160.0,48914.5,49044.5,36.66,1797774.50459,49039.13,47.17,49016.5
2021-02-24 19:45:00,0.0,48980.0,49261.5,48980.0,49025.5,16.16,793414.85525,49097.45,70.93,49004.5
2021-02-24 19:50:00,0.0,49027.5,49145.3,48950.5,49008.5,25.46,1248777.54031,49048.61,44.82,48976.0
2021-02-24 19:55:00,0.0,48910.5,49105.47,48894.0,49001.0,7.1,347754.68700000003,48979.53,53.23,48898.5
2021-02-24 20:00:00,0.01,48978.5,49270.5,48875.5,49242.0,57.72,2830717.35941,49042.23,135.62,49239.0
2021-02-24 20:05:00,0.0,49227.0,49227.0,49056.5,49062.25,8.04,395007.1101,49130.24,60.03,49190.5
2021-02-24 20:10:00,0.0,49045.0,49249.27,49015.02,49200.0,8.23,404438.0957,49141.93,66.82,49126.5
2021-02-24 20:15:00,0.0,49184.0,49192.5,48950.03,48950.03,7.81,383528.4803,49107.36,60.76,49148.0
2021-02-24 20:20:00,0.0,48963.75,49023.0,48781.0,48836.0,19.59,958459.94,48925.98,47.72,49022.0
2021-02-24 20:25:00,0.0,48823.0,48947.98,48823.0,48918.0,12.79,624878.34423,48856.79,36.4,48867.5
2021-02-24 20:30:00,0.0,48886.5,48886.5,48637.5,48752.999,14.21,692680.77842,48746.01,60.31,48774.5
2021-02-24 20:35:00,0.0,48769.499,48828.5,48634.5,48827.25,40.01,1948243.90796,48693.92,62.81,48803.5
2021-02-24 20:40:00,0.01,48928.5,49044.5,48684.5,48705.0,46.3,2266607.69146,48954.81,100.26,48987.0
2021-02-24 20:45:00,0.0,48823.0,48868.5,48683.0,48789.0,7.05,343884.73992,48777.98,55.48,48812.0
2021-02-24 20:50:00,0.0,48877.0,49000.5,48877.0,49000.5,7.13,348977.2218,48944.91,33.88,49000.5
2021-02-24 20:55:00,0.01,48981.0,49259.5,48896.0,49179.5,42.54,2089293.219,49113.62,92.35,48949.5
2021-02-24 21:00:00,0.0,49171.5,49175.0,48958.5,48958.5,28.37,1393474.8151,49117.9,46.87,49150.0
2021-02-24 21:05:00,0.01,48935.5,49002.0,48666.5,48736.5,62.23,3037790.97724,48815.54,93.83,48931.5
2021-02-24 21:10:00,0.0,48721.0,48721.0,48546.0,48546.0,25.88,1257790.81021,48600.88,39.51,48572.0
2021-02-24 21:15:00,0.01,48538.5,48637.5,48212.5,48254.5,76.11,3683218.645,48393.36,112.19,48573.0
2021-02-24 21:20:00,0.0,48305.0,48580.0,48149.5,48534.5,29.1,1405244.625,48290.19,110.79,48207.0
2021-02-24 21:25:00,0.01,48489.0,48489.0,48186.5,48225.0,48.56,2346149.1304699997,48314.44,87.9,48381.5
2021-02-24 21:30:00,0.0,48206.5,48352.0,48196.0,48321.0,15.32,739365.87746,48261.48,39.02,48321.0
2021-02-24 21:35:00,0.0,48391.0,48535.0,48333.5,48388.0,14.95,723743.31999,48410.92,54.44,48408.0
2021-02-24 21:40:00,0.0,48426.0,48528.0,48400.0,48492.5,10.84,525655.105,48492.17,30.33,48492.5
2021-02-24 21:45:00,0.0,48476.5,48477.5,48210.5,48227.5,15.68,758448.89016,48370.46,80.64,48278.0
2021-02-24 21:50:00,0.0,48264.5,48382.5,48148.0,48375.5,27.22,1314028.5050000001,48274.38,57.11,48270.5
2021-02-24 21:55:00,0.0,48334.0,48908.0,48309.5,48802.5,42.04,2042955.80489,48595.52,161.1,48511.5
2021-02-24 22:05:00,0.0,48375.75,48535.5,48091.75,48141.0,2.86,138037.86293,48264.99,100.08,48171.5
2021-02-24 22:10:00,0.0,48140.5,48401.5,48036.5,48179.0,6.27,302168.1351,48192.69,82.24,48179.0
2021-02-24 22:15:00,0.0,48186.0,48497.0,48186.0,48348.6,10.69,517242.49036,48385.64,75.44,48441.0
2021-02-24 22:20:00,0.0,48353.5,48490.998,48268.0,48434.75,6.53,315737.64489,48351.86,46.83,48268.0
2021-02-24 22:25:00,0.01,48479.31,48723.499,48418.0,48684.0,17.06,828972.12467,48591.57,79.31,48499.5
2021-02-24 22:30:00,0.0,48697.5,48949.0,48562.5,48905.5,25.28,1233688.83247,48800.98,86.73,48900.0
2021-02-24 22:35:00,0.0,48949.0,48995.5,48630.0,48692.0,6.09,297043.7025,48775.65,111.82,48891.0
2021-02-24 22:40:00,0.0,48712.5,48808.0,48616.0,48616.0,5.9,287513.74178,48731.14,34.42,48731.5
2021-02-24 22:45:00,0.01,48586.0,48772.0,48489.0,48714.5,6.44,313405.60714,48665.47,73.06,48622.0
2021-02-24 22:50:00,0.0,48718.0,48858.5,48697.0,48831.5,9.67,471887.9682,48799.17,39.16,48800.5
2021-02-24 22:55:00,0.0,48858.0,48928.5,48722.0,48878.5,11.43,558721.21,48882.0,41.7,48902.0
2021-02-24 23:00:00,0.0,48843.0,49304.0,48780.0,49213.0,25.07,1231088.6848,49106.05,161.84,48934.5
2021-02-24 23:05:00,0.0,49200.5,49548.0,49200.5,49445.5,20.46,1011024.07917,49414.67,88.22,49406.0
2021-02-24 23:10:00,0.01,49456.0,49456.0,49259.0,49388.0,49.29,2431420.3893,49328.88,34.55,49323.5
2021-02-24 23:15:00,0.01,49402.5,49402.5,49103.25,49223.5,68.22,3359111.4643,49239.39,47.94,49282.5
2021-02-24 23:20:00,0.01,49293.0,49471.5,49220.5,49368.5,47.94,2366159.69,49356.69,69.19,49374.5
2021-02-24 23:25:00,0.01,49375.0,49493.0,49237.5,49355.0,34.29,1693503.0169,49387.66,51.8,49384.0
2021-02-24 23:30:00,0.0,49394.5,49557.0,49365.0,49375.5,24.49,1211250.6912,49458.99,53.31,49394.5
2021-02-24 23:35:00,0.01,49533.5,49767.5,49526.5,49655.5,34.49,1712037.1018,49638.65,54.48,49644.5
2021-02-24 23:40:00,0.0,49610.5,49633.0,49502.5,49606.5,36.13,1791281.9647000001,49578.8,32.59,49565.0
2021-02-24 23:45:00,0.0,49575.5,49792.0,49575.5,49700.0,23.97,1191256.58106,49697.81,32.65,49690.0
2021-02-24 23:50:00,0.0,49705.0,49715.5,49538.0,49595.5,26.79,1328528.5999999999,49590.47,55.04,49625.5
2021-02-24 23:55:00,0.0,49642.5,49767.0,49525.5,49767.0,19.03,945362.87249,49677.5,67.93,49725.5
