timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,bfnx_vwap,sigma,bfnx_vwmp (lower)
2021-02-24 01:50:00,0.06,49788.0,49800.0,49500.0,49755.0,93.38,4637116.788228502,49659.51,74.97,49702.0
2021-02-24 01:55:00,0.17,49765.0,50229.0,49571.0,50196.0,166.96,8340127.267852039,49953.1,151.42,50065.0
2021-02-24 02:00:00,0.19,50184.0,50518.0,49841.0,50505.0,163.48,8218041.910310424,50270.7,141.11,50100.0
2021-02-24 02:05:00,0.07,50512.0,50580.34566075,50211.0,50326.0,112.96,5692765.220755982,50394.29,103.81,50517.0
2021-02-24 02:10:00,0.08,50339.0,50372.0,49990.0,50323.0,47.42,2378302.9740698715,50155.59,103.19,50197.0
2021-02-24 02:15:00,0.05,50332.0,50354.0,49890.17828167,50089.0,35.92,1796848.2724245158,50030.56,116.62,49923.0
2021-02-24 02:20:00,0.05,50095.75823702,50149.0,49827.0,49870.0,47.51,2371182.3279553107,49910.0,84.7,50047.0
2021-02-24 02:25:00,0.05,49867.0,50168.8264,49856.0,50065.0,37.25,1861320.892001016,49962.14,94.97,50163.0
2021-02-24 02:30:00,0.07,50031.0,50380.0,50031.0,50248.0,38.09,1914565.0518718734,50264.02,78.09,50120.0
2021-02-24 02:35:00,0.06,50203.0,50481.817475,50203.0,50343.0,72.56,3658052.8440129245,50415.47,52.76,50455.0
2021-02-24 02:40:00,0.05,50326.0,50342.0,50042.0,50082.0,47.22,2369158.6774896695,50168.5,93.1,50269.0
2021-02-24 02:45:00,0.07,50086.0,50400.0,50086.0,50300.0,62.29,3132678.636700696,50292.42,69.25,50353.0
2021-02-24 02:50:00,0.03,50280.0901064,50389.0,50212.0,50330.0,35.33,1776523.4721707648,50288.78,41.09,50350.0
2021-02-24 02:55:00,0.05,50345.06246829,50375.0,50110.0,50173.0,56.79,2850650.828105987,50197.37,82.49,50183.0
2021-02-24 03:00:00,0.05,50161.0,50433.0,50042.0,50383.0,12.78,642371.2034822218,50258.13,132.08,50115.0
2021-02-24 03:05:00,0.05,50402.0,50539.0,50255.0,50277.0,40.73,2055710.6404245126,50467.44,74.47,50397.0
2021-02-24 03:10:00,0.03,50278.0,50451.0,50233.0,50367.0,42.55,2141989.6512591112,50342.47,64.54,50388.0
2021-02-24 03:15:00,0.04,50371.0,50456.0,50206.0,50429.0,52.72,2652610.59184945,50315.34,74.59,50363.0
2021-02-24 03:20:00,0.02,50416.0,50416.0,50214.0,50253.0,16.0,804441.2203185562,50273.55,46.82,50274.0
2021-02-24 03:25:00,0.03,50233.0,50289.0,50161.0,50242.0,12.61,633387.070573731,50225.14,28.59,50235.0
2021-02-24 03:30:00,0.01,50230.0,50337.62223992,50207.0,50336.4066783,6.23,313113.0767564451,50244.3,30.46,50231.0
2021-02-24 03:35:00,0.04,50337.0,50486.0,50276.0,50483.0,5.93,298777.00995871914,50382.25,50.87,50337.0
2021-02-24 03:40:00,0.03,50489.0,50527.67278245,50344.0,50418.0,33.84,1706856.4105687323,50440.58,52.57,50388.0
2021-02-24 03:45:00,0.09,50419.946325,50674.0,50270.0,50671.0,27.59,1392422.4652547939,50462.27,112.57,50580.0
2021-02-24 03:50:00,0.1,50674.0,50886.9050573,50674.0,50800.0,121.92,6189673.259667933,50770.24,61.37,50764.0
2021-02-24 03:55:00,0.08,50800.0,51001.0,50800.0,50902.0,130.44,6642016.606871022,50921.1,50.96,50978.0
2021-02-24 04:00:00,0.08,50901.0,51101.0,50900.0,50988.0,84.53,4312587.834888483,51016.95,53.85,50968.0
2021-02-24 04:05:00,0.06,50988.0,51200.0,50988.0,51156.0,47.11,2407146.579649294,51096.27,57.73,51114.0
2021-02-24 04:10:00,0.04,51151.0,51292.0,51129.0,51263.0,63.83,3270686.1380621693,51241.65,41.06,51250.0
2021-02-24 04:15:00,0.07,51295.0,51354.46137096,50894.0,50972.0,47.22,2412655.7095478647,51092.27,156.6,51219.0
2021-02-24 04:20:00,0.05,50985.0,51140.0,50815.0,51008.0,25.31,1289469.4218279556,50956.06,93.18,50920.0
2021-02-24 04:25:00,0.07,51033.0,51076.0,50647.0,50691.0,48.79,2478317.394074809,50799.33,92.82,50773.0
2021-02-24 04:30:00,0.03,50661.0,50870.87269056,50647.0,50782.0,30.58,1552188.7850341788,50763.0,62.81,50806.0
2021-02-24 04:35:00,0.07,50756.0,50838.0,50576.0,50625.72829383,35.19,1783669.8821187685,50682.74,58.54,50630.0
2021-02-24 04:40:00,0.09,50598.0,50607.0,50328.0,50356.0,25.28,1275887.3920026945,50473.35,72.59,50542.0
2021-02-24 04:45:00,0.02,50356.0,50680.0,50356.0,50673.0,48.54,2456533.5943689914,50611.29,67.07,50630.0
2021-02-24 04:50:00,0.07,50681.0,50966.0,50672.0,50894.0,46.38,2359310.1812823745,50871.75,70.16,50876.0
2021-02-24 04:55:00,0.06,50893.0,50893.12289376,50510.0,50607.0,62.93,3188955.8396129822,50671.44,104.79,50599.0
2021-02-24 05:00:00,0.05,50611.0,50919.0,50611.0,50884.0,22.83,1159731.7622773787,50809.14,61.11,50879.0
2021-02-24 05:05:00,0.04,50884.0,51064.836108,50861.0,50932.0,13.83,704715.9695184805,50951.69,55.45,50917.0
2021-02-24 05:10:00,0.04,50900.0,50900.0,50627.0,50631.0,68.67,3486673.9273624686,50771.34,79.17,50805.0
2021-02-24 05:15:00,0.09,50626.0,50626.0,50189.0,50193.0,35.01,1762774.3967766804,50354.37,125.18,50276.0
2021-02-24 05:20:00,0.09,50192.0,50389.0,49989.0,50094.0,87.62,4388080.354561348,50083.06,99.92,50133.0
2021-02-24 05:25:00,0.05,50094.0,50389.0,49941.0,50381.0,52.68,2638615.0841011214,50091.33,120.29,50043.0
2021-02-24 05:30:00,0.05,50342.0,50355.0,50139.0,50279.69614059,29.72,1492062.6303495308,50206.83,47.34,50241.0
2021-02-24 05:35:00,0.03,50272.40764365,50492.0,50229.0,50446.0,7.14,359510.50752377644,50367.44,70.93,50396.0
2021-02-24 05:40:00,0.04,50454.0,50501.0,50228.0,50369.0,42.96,2161204.304766253,50309.27,84.28,50286.0
2021-02-24 05:45:00,0.04,50391.0,50488.0,50228.49348594,50262.0,25.74,1295523.9580569994,50338.5,80.27,50353.0
2021-02-24 05:50:00,0.04,50241.0,50429.77119963,50210.0,50295.0,60.11,3024563.305748223,50320.75,58.86,50297.0
2021-02-24 05:55:00,0.06,50299.0,50383.54311516,50124.0,50166.0,56.58,2842828.3791251555,50246.01,57.62,50194.0
2021-02-24 06:00:00,0.05,50167.0,50535.0,50161.0,50472.0,35.01,1765187.2661041005,50424.15,77.79,50458.0
2021-02-24 06:05:00,0.04,50480.0,50639.0,50400.0,50457.0,33.34,1683482.2377058892,50497.72,64.65,50467.0
2021-02-24 06:10:00,0.15,50458.0,50509.0,49330.0,49704.0,196.02,9736131.280568233,49668.06,283.13,49526.0
2021-02-24 06:15:00,0.12,49704.0,49863.0,49210.0,49639.0,266.69,13180187.565420315,49420.95,131.81,49512.0
2021-02-24 06:20:00,0.04,49631.0,50062.0,49514.0,50050.0,37.59,1875421.9522680615,49888.35,159.77,49986.0
2021-02-24 06:25:00,0.11,50054.0,50054.0,49345.0,49598.0,134.02,6659212.996494466,49686.96,148.73,49730.0
2021-02-24 06:30:00,0.06,49596.0,49854.0,49538.0,49740.0,39.24,1951287.1834301662,49726.99,83.32,49775.0
2021-02-24 06:35:00,0.04,49743.487989,49831.0,49527.57954753,49794.0,40.85,2028446.1867295878,49660.02,81.34,49600.0
2021-02-24 06:40:00,0.04,49808.0,49993.619484,49655.0,49989.0,24.02,1196611.5216614509,49817.15,96.58,49854.0
2021-02-24 06:45:00,0.08,49989.0,50346.0,49958.0,50148.0,49.95,2504891.097754442,50143.78,102.9,50166.0
2021-02-24 06:50:00,0.03,50148.0,50175.0,49884.0,49937.0,26.62,1329391.4258325966,49945.49,60.5,49908.0
2021-02-24 06:55:00,0.03,49910.0,50099.0,49860.0,50035.0,16.51,824932.4303295967,49980.02,61.95,49869.0
2021-02-24 07:00:00,0.03,50035.0,50116.14390518,49868.0,49956.0,15.05,751999.5746951916,49967.53,80.71,49873.0
2021-02-24 07:05:00,0.05,49956.0,50036.1655248,49682.0,49763.0,18.84,939606.1468026177,49860.42,83.93,50001.0
2021-02-24 07:10:00,0.06,49761.0,49789.0,49476.0,49491.0,18.76,931275.0459616764,49646.33,72.95,49713.0
2021-02-24 07:15:00,0.05,49476.0,49780.0,49472.0,49639.0,35.92,1782081.5152134409,49610.61,82.46,49600.0
2021-02-24 07:20:00,0.02,49658.0,49975.0,49658.0,49905.62704716,16.22,808245.8856346114,49833.02,72.26,49840.0
2021-02-24 07:25:00,0.05,49916.0,49928.0,49582.13177446,49626.0,30.23,1503998.78790441,49757.55,101.91,49626.0
2021-02-24 07:30:00,0.04,49659.0,49996.0494306,49659.0,49905.0,32.63,1628100.076445105,49895.04,77.33,49920.0
2021-02-24 07:35:00,0.07,49894.0,50189.0,49877.0,50061.0,40.11,2006033.2484871068,50016.74,68.18,50090.0
2021-02-24 07:40:00,0.02,50064.0,50100.0,49977.0,50045.0,12.13,607154.2063702468,50040.42,32.05,50063.0
2021-02-24 07:45:00,0.06,50043.0,50197.0,49922.0,50148.0,13.62,682332.0523897014,50100.51,59.29,50043.0
2021-02-24 07:50:00,0.05,50160.0,50320.62769032,50031.0,50118.0,27.56,1385161.2897081668,50253.45,73.87,50315.0
2021-02-24 07:55:00,0.01,50098.0,50179.09667961,50033.7360664,50050.0,6.14,307648.11641683953,50119.63,36.8,50153.0
2021-02-24 08:00:00,0.08,50051.0,50207.0,49792.0,50199.0,67.47,3379496.585918062,50086.01,124.83,50073.0
2021-02-24 08:05:00,0.06,50208.0,50488.87031,50118.0,50469.0,17.77,894480.7771888386,50340.62,84.24,50439.0
2021-02-24 08:10:00,0.05,50469.63043291,50509.0,50315.0,50473.45094302,36.28,1830043.7786425913,50439.83,41.97,50450.0
2021-02-24 08:15:00,0.18,50487.0,50944.0,50484.0,50780.0,275.17,13985541.211578583,50825.94,128.41,50900.0
2021-02-24 08:20:00,0.05,50780.0,50780.7513213,50554.0,50674.0,68.67,3484274.7581176003,50741.84,68.54,50780.0
2021-02-24 08:25:00,0.04,50636.0,50750.0,50530.0,50662.0,75.91,3847515.5496686753,50683.31,50.68,50703.0
2021-02-24 08:30:00,0.06,50641.0,50864.0,50641.0,50711.0,15.9,807023.8919776,50771.94,46.29,50757.0
2021-02-24 08:35:00,0.03,50700.0,50825.7046578,50617.0,50694.39524952,22.24,1127774.4203268401,50712.57,56.59,50689.0
2021-02-24 08:40:00,0.07,50705.0,50705.0,50356.0,50408.0,34.73,1755536.6732848373,50553.14,88.38,50500.0
2021-02-24 08:45:00,0.06,50408.0,50496.0,50287.0,50456.0,81.59,4113994.3258222225,50420.96,54.54,50463.0
2021-02-24 08:50:00,0.03,50436.0,50654.0,50435.0,50609.0,20.99,1061292.6532049205,50551.11,57.67,50617.0
2021-02-24 08:55:00,0.02,50603.0,50700.0,50568.0,50600.1668049,22.86,1157704.4486832076,50638.13,35.79,50570.0
2021-02-24 09:00:00,0.03,50628.0,50628.0,50359.0,50413.0,19.71,995584.6916343657,50503.26,67.69,50359.0
2021-02-24 09:05:00,0.02,50416.0,50539.0,50370.0,50400.0,21.53,1086885.7955616678,50477.33,42.15,50466.22
2021-02-24 09:10:00,0.03,50400.0,50500.0,50293.0,50500.0,34.22,1725448.7411110809,50427.11,58.51,50400.0
2021-02-24 09:15:00,0.08,50500.0,50897.0,50500.0,50851.0,40.4,2048952.5765430632,50714.17,107.86,50752.0
2021-02-24 09:20:00,0.03,50858.0,50900.0,50671.0,50708.0,58.98,2996597.228466404,50806.48,56.77,50786.0
2021-02-24 09:25:00,0.04,50698.0,50797.0,50608.0,50702.0,32.02,1623126.990345793,50694.2,48.65,50739.14
2021-02-24 09:30:00,0.06,50702.0,50900.0,50695.0,50747.0,24.48,1244383.8397981687,50824.85,46.59,50874.0
2021-02-24 09:35:00,0.17,50756.0,51217.0,50729.0,51156.0,313.01,15936538.87021584,50913.29,130.59,50984.9
2021-02-24 09:40:00,0.09,51156.0,51339.0,51011.0,51210.27317504,119.38,6112477.137467827,51201.45,83.13,51230.0
2021-02-24 09:45:00,0.05,51207.0,51268.0,50868.0,50886.0,40.28,2057719.0622086474,51083.62,87.03,51025.0
2021-02-24 09:50:00,0.03,50889.0,50965.0,50794.0,50796.0,24.58,1249629.493764636,50840.27,36.72,50834.0
2021-02-24 09:55:00,0.01,50796.0,50853.0,50794.0,50809.0,8.22,417800.4711234395,50805.55,9.31,50798.0
2021-02-24 10:00:00,0.03,50809.0,50955.0,50793.0,50799.0,38.51,1959250.6380856116,50880.25,48.15,50820.0
2021-02-24 10:05:00,0.07,50799.0,50897.0,50620.0,50867.0,78.55,3986220.687940143,50746.45,74.02,50800.0
2021-02-24 10:10:00,0.08,50870.0,50870.0,50525.0,50581.0,63.42,3215285.271564526,50701.34,82.78,50573.0
2021-02-24 10:15:00,0.09,50577.0,50577.0,50217.0,50463.0,71.47,3602309.8910663845,50405.68,88.37,50258.0
2021-02-24 10:20:00,0.09,50463.0,50558.0,50171.0,50171.0,43.92,2213412.715734119,50397.76,91.87,50445.0
2021-02-24 10:25:00,0.06,50171.0,50441.0,50052.0,50379.0,91.89,4624218.6296214545,50326.12,124.2,50350.0
2021-02-24 10:30:00,0.04,50353.0,50500.0,50345.0,50435.0,83.08,4191003.3368379693,50446.56,35.09,50450.0
2021-02-24 10:35:00,0.05,50409.0,50409.0,50162.0,50245.0,15.91,799958.6197373192,50281.59,55.74,50320.0
2021-02-24 10:40:00,0.03,50265.0,50450.0,50265.0,50450.0,23.58,1188506.452030246,50398.11,50.18,50450.0
2021-02-24 10:45:00,0.02,50450.0,50500.0,50407.0,50452.0,36.98,1865811.843228699,50452.66,24.56,50440.0
2021-02-24 10:50:00,0.05,50442.0,50493.0,50250.0,50271.0,15.2,766497.8467597928,50411.67,74.78,50483.0
2021-02-24 10:55:00,0.09,50297.0,50345.0,50050.0,50057.0,61.84,3104683.6780189094,50202.51,72.39,50300.0
2021-02-24 11:00:00,0.04,50057.0,50454.0,50057.0,50370.0,23.68,1190534.1985859585,50284.4,100.52,50370.0
2021-02-24 11:05:00,0.04,50370.0,50552.0,50350.0,50461.0,38.11,1923155.7231306694,50465.22,36.96,50457.0
2021-02-24 11:10:00,0.04,50452.0,50524.3830457,50350.0,50350.0,37.51,1893800.7866291238,50490.76,46.27,50513.0
2021-02-24 11:15:00,0.04,50368.0,50403.0,50208.0,50252.0,11.33,569875.8453857423,50301.32,56.64,50339.0
2021-02-24 11:20:00,0.09,50278.0,50789.0,50277.0,50787.0,18.43,931003.3633792028,50528.94,127.59,50473.0
2021-02-24 11:25:00,0.02,50770.0,50833.0,50658.0,50685.0,22.57,1144875.493244363,50730.38,53.36,50685.0
2021-02-24 11:30:00,0.03,50685.0,50799.284361,50594.0,50635.0,27.8,1409816.2424816014,50715.93,58.59,50682.0
2021-02-24 11:35:00,0.02,50609.0,50689.0,50574.0,50580.0,7.22,365351.09830598114,50627.5,33.62,50608.0
2021-02-24 11:40:00,0.05,50572.00034784,50638.0,50328.0,50330.79848051,10.97,553625.2631345338,50479.01,76.67,50460.0
2021-02-24 11:45:00,0.02,50341.57108335,50439.0,50275.0,50337.0,4.98,250665.94982197238,50352.36,40.46,50393.0
2021-02-24 11:50:00,0.03,50338.0,50354.95171116,50200.0,50237.0,12.81,643632.0075772142,50251.08,35.41,50240.0
2021-02-24 11:55:00,0.01,50280.0,50334.9457284,50275.0,50324.0,3.76,188866.08914649687,50292.92,18.33,50321.0
2021-02-24 12:00:00,0.05,50339.0,50558.03245649,50337.0,50556.0,11.25,567750.6964912891,50467.08,63.51,50387.0
2021-02-24 12:05:00,0.05,50548.0,50692.0,50450.0,50461.0,24.42,1235455.2293892861,50581.86,61.17,50613.0
2021-02-24 12:10:00,0.06,50482.0,50773.0,50326.0,50770.3445367,9.69,489684.0660168365,50521.92,144.74,50334.0
2021-02-24 12:15:00,0.05,50774.0,50917.0,50711.0,50713.16935536,40.02,2034062.1926126268,50827.06,52.28,50747.0
2021-02-24 12:20:00,0.13,50717.0,51061.0,50717.0,51029.0,131.55,6704794.869924652,50967.48,66.77,50985.0
2021-02-24 12:25:00,0.07,51066.31556208,51125.0,50906.0,51088.0,88.18,4505050.2192957755,51090.79,38.71,51092.0
2021-02-24 12:30:00,0.08,51107.0,51172.0,50985.0,51172.0,107.16,5477485.000460701,51115.72,35.97,51125.0
2021-02-24 12:35:00,0.04,51171.0,51200.0,51007.0,51132.0,51.54,2637474.9558848087,51171.14,53.7,51140.0
2021-02-24 12:40:00,0.03,51103.0,51112.0,50829.0,50875.0,27.15,1383521.8393544683,50964.7,82.12,50875.0
2021-02-24 12:45:00,0.02,50875.0,51016.0,50860.0,50992.0,9.0,458313.2679098139,50925.01,47.99,50999.0
2021-02-24 12:50:00,0.03,50993.0,50996.0,50771.0,50811.0,18.14,922632.3531788904,50866.07,59.12,50874.0
2021-02-24 12:55:00,0.04,50812.0,50834.0,50603.0,50711.0,21.4,1085666.5898584367,50738.52,56.02,50616.0
2021-02-24 13:00:00,0.05,50715.0,51062.0,50715.0,50895.0,23.45,1194548.6525672723,50938.72,93.54,50917.0
2021-02-24 13:05:00,0.08,50905.0,50905.0,50490.0,50534.0,33.36,1687519.7845937957,50590.23,100.26,50557.0
2021-02-24 13:10:00,0.06,50532.0,50701.0,50375.0,50441.0,36.5,1841414.8521930065,50456.4,76.24,50442.0
2021-02-24 13:15:00,0.25,50431.0,50431.0,49547.0,49555.0,193.58,9662998.776965367,49917.58,224.98,49709.0
2021-02-24 13:20:00,0.11,49556.0,49939.02338724,49329.0,49804.0,195.13,9680095.32791882,49607.7,171.01,49730.0
2021-02-24 13:25:00,0.08,49812.822813,49939.0,49508.0,49575.0,68.88,3430221.47068801,49801.83,113.74,49880.0
2021-02-24 13:30:00,0.18,49576.0,49747.0,49055.0,49104.0,129.98,6399609.251083055,49235.31,160.72,49665.0
2021-02-24 13:35:00,0.07,49131.0,49539.0,49131.0,49236.0,65.76,3241783.73984125,49294.09,90.47,49350.0
2021-02-24 13:40:00,0.03,49235.0,49522.0,49235.0,49455.0,51.56,2546677.009274076,49396.46,64.36,49418.0
2021-02-24 13:45:00,0.07,49446.686276,49839.0,49312.0,49715.0,50.71,2515671.6117563657,49607.12,175.51,49422.0
2021-02-24 13:50:00,0.03,49729.0,49761.1488235,49511.0,49620.72307635,22.85,1134474.341708161,49647.78,71.91,49748.0
2021-02-24 13:55:00,0.05,49639.0,49639.0,49369.69057537,49489.74968895,46.03,2280230.5779550746,49533.39,65.03,49470.0
2021-02-24 14:00:00,0.05,49498.2387048,49752.0,49480.0,49749.0,41.06,2038892.5369528104,49655.85,59.5,49689.0
2021-02-24 14:05:00,0.08,49735.0,49748.0,49256.0,49319.3371321,19.64,970768.6661241731,49421.97,128.95,49312.0
2021-02-24 14:10:00,0.06,49335.0,49427.4845088,49120.0,49413.0,36.86,1814927.924679234,49233.59,78.16,49288.32
2021-02-24 14:15:00,0.03,49415.0,49625.0,49311.0,49624.0,11.71,579402.0875791393,49478.83,78.93,49534.0
2021-02-24 14:20:00,0.02,49617.0,49617.0,49357.0,49365.0,18.73,927303.3263615377,49513.35,73.91,49540.0
2021-02-24 14:25:00,0.03,49400.0,49526.37537424,49301.0,49466.0,15.1,746277.1965729869,49436.58,64.91,49403.0
2021-02-24 14:30:00,0.06,49487.0,49679.0,49357.0,49378.0,33.04,1634757.0565391544,49479.95,104.24,49400.0
2021-02-24 14:35:00,0.07,49370.72499744,49383.0,49126.698863,49296.0,52.63,2594371.479171177,49291.79,65.31,49251.0
2021-02-24 14:40:00,0.16,49334.0,49339.0,48750.0,48777.044606,107.63,5267612.989012599,48941.74,133.96,49024.0
2021-02-24 14:45:00,0.05,48778.0,49239.0,48768.0,49156.81378108,36.02,1764576.5936503657,48989.73,115.81,48789.0
2021-02-24 14:50:00,0.05,49170.93159428,49198.48772648,48909.0,49047.0,28.03,1375432.30181492,49068.72,75.59,49134.0
2021-02-24 14:55:00,0.06,49049.0,49450.0,49047.0,49408.0,24.63,1213687.9393754853,49283.53,88.41,49374.0
2021-02-24 15:00:00,0.06,49410.0,49660.0,49361.0,49521.0,37.51,1858989.6682547054,49559.29,63.41,49650.0
2021-02-24 15:05:00,0.04,49514.0,49527.0,49205.0,49205.0,15.35,758527.1459375947,49414.24,100.05,49446.0
2021-02-24 15:10:00,0.08,49205.0,49205.0,48855.0,48943.0,42.79,2097632.156353493,49022.54,95.01,48931.0
2021-02-24 15:15:00,0.1,48939.0,49125.06136996,48655.0,48741.257392,49.64,2422979.5926502203,48815.63,111.45,48988.0
2021-02-24 15:20:00,0.17,48709.26094591,48845.0,48350.0,48815.0,195.45,9487630.070157994,48542.85,97.36,48575.0
2021-02-24 15:25:00,0.05,48799.0,49169.0,48775.0,49163.0,42.94,2104832.313147277,49022.43,99.28,49057.0
2021-02-24 15:30:00,0.07,49137.0,49339.0,48883.1808809,49285.0,94.3,4631377.573420428,49111.27,119.63,49289.0
2021-02-24 15:35:00,0.07,49273.50000057,49589.0,49273.50000057,49411.0,33.05,1635201.0490024067,49472.06,65.41,49529.0
2021-02-24 15:40:00,0.04,49400.0,49402.0,49136.0,49249.0,40.1,1975471.0942718908,49261.45,68.74,49291.0
2021-02-24 15:45:00,0.09,49242.0,49700.0,49242.0,49491.0,23.91,1182971.8440140001,49480.93,112.51,49520.0
2021-02-24 15:50:00,0.03,49507.0,49633.0,49499.0,49563.0,11.61,575520.3773152148,49564.15,30.3,49547.67
2021-02-24 15:55:00,0.06,49555.0,49840.0,49555.0,49830.0,27.28,1358192.020359975,49785.94,70.74,49800.0
2021-02-24 16:00:00,0.11,49833.03734606,50100.0,49759.0,49899.0743244,90.04,4498782.763295879,49962.94,73.11,49995.0
2021-02-24 16:05:00,0.05,49895.0,49990.48320366,49757.0,49846.94458203,27.7,1381393.9592482725,49864.16,65.07,49775.0
2021-02-24 16:10:00,0.03,49845.73226244,49869.97865424,49620.0,49747.0,19.01,945527.3173870324,49727.15,51.6,49677.0
2021-02-24 16:15:00,0.04,49738.0,49738.0,49567.0,49567.0,29.65,1471851.4128696322,49644.73,41.42,49649.0
2021-02-24 16:20:00,0.08,49567.0,49818.0,49365.177883,49529.05428764,17.54,868344.1197288224,49516.58,122.78,49567.0
2021-02-24 16:25:00,0.03,49539.0,49630.0,49450.0,49488.0,8.3,410752.905634965,49502.77,50.05,49500.0
2021-02-24 16:30:00,0.02,49478.0,49752.0,49478.0,49639.0,7.05,349771.63260633993,49578.7,73.42,49612.0
2021-02-24 16:35:00,0.03,49673.0,49834.76740336,49647.0,49757.0,17.71,880803.217943268,49746.96,41.54,49742.0
2021-02-24 16:40:00,0.02,49731.0,49731.0,49571.044818,49604.0,8.2,406921.0334446771,49619.07,37.42,49596.79
2021-02-24 16:45:00,0.03,49603.0,49664.17696224,49518.0,49635.0,15.09,747893.1112945183,49572.03,41.28,49551.0
2021-02-24 16:50:00,0.05,49605.149004,49768.0,49462.0,49508.0,21.79,1080201.0192476222,49570.18,103.94,49731.0
2021-02-24 16:55:00,0.05,49502.0,49578.89037693,49298.688164,49330.0,24.92,1231683.949080037,49425.3,70.37,49526.0
2021-02-24 17:00:00,0.02,49313.4061464,49581.0,49313.0,49580.0,16.27,803805.4838798206,49412.16,74.15,49478.0
2021-02-24 17:05:00,0.08,49579.0,49930.0,49512.81255633,49872.0,37.2,1846457.063232597,49640.7,113.36,49610.0
2021-02-24 17:10:00,0.02,49879.159803,49923.0,49710.0,49743.0,14.52,723303.6009869085,49823.33,63.13,49902.0
2021-02-24 17:15:00,0.02,49756.0,49883.26587795,49754.0,49842.0,9.0,448446.85918080044,49833.11,28.59,49846.11
2021-02-24 17:20:00,0.02,49849.0,49927.0,49815.0,49845.0,3.55,177306.2091959039,49879.94,29.49,49913.56
2021-02-24 17:25:00,0.02,49826.0,49864.9033256,49700.0,49701.0,5.02,249970.35308945022,49779.3,43.81,49724.45
2021-02-24 17:30:00,0.04,49720.0,49847.0,49611.0,49670.0,16.84,837017.4046787759,49698.9,64.72,49681.0
2021-02-24 17:35:00,0.01,49662.0,49824.0,49629.0,49759.0,9.17,456073.53792603605,49723.59,64.73,49750.0
2021-02-24 17:40:00,0.02,49746.0,49890.0,49720.84783182,49867.0,28.55,1423094.340977079,49848.73,43.56,49830.0
2021-02-24 17:45:00,0.01,49864.18134126,49893.81452484,49764.0,49776.0,11.65,580243.1793470486,49823.3,35.89,49817.0
2021-02-24 17:50:00,0.01,49789.0,49845.0,49775.0,49820.0,4.52,225180.43564043532,49807.4,20.86,49790.0
