timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,lmax_vwap,ecart_type,vwmp_lower
2021-02-24 14:00:00,32801366.19,49603.5,49793.75,49169.0,49477.0,189.76,9386532.1374,49465.283186129855,153.652734738035,49715.0
2021-02-24 14:30:00,35080916.053,49544.5,49667.0,48738.5,49443.5,355.04,17458165.5077,49172.39045656827,216.64451819442277,49066.5
2021-02-24 15:00:00,25446586.072,49441.5,49639.0,48458.0,49148.0,176.68,8657022.13328,48998.31408920082,340.42215026617566,49066.5
2021-02-24 15:30:00,46478524.014,49124.0,49877.5,49016.0,49845.81,252.8,12527041.828710001,49553.17179078323,209.59716001747438,49537.0
2021-02-24 16:00:00,32805209.152,49866.0,50143.5,49382.5,49490.0,239.3,11919758.49412,49810.942307229416,165.48388029741446,49756.5
2021-02-24 16:30:00,22684787.33,49508.0,49853.5,49343.0,49362.5,123.15,6114129.0791,49647.82037434024,119.8386952171628,49595.0
2021-02-24 17:00:00,17283188.363,49401.0,49981.5,49355.5,49734.23,95.0,4733459.58327,49825.89035021053,134.39135017507954,49744.0
2021-02-24 17:30:00,18593498.348,49731.5,50102.0,49616.0,50076.0,118.36,5901493.60717,49860.540783795215,110.18962248523253,49851.0
2021-02-24 18:00:00,31264791.11,50077.5,50097.5,49551.0,49683.0,162.15,8071580.59574,49778.48039309281,147.09123490500195,49577.2
2021-02-24 18:30:00,19529703.716,49682.5,50044.5,49605.0,49611.0,105.65,5263934.90262,49824.27735560814,118.3258370822084,49868.5
2021-02-24 19:00:00,23275703.224,49628.001,49731.5,49357.5,49483.0,186.37,9225532.9806,49501.169612062025,87.73507358056852,49413.5
2021-02-24 19:30:00,19095189.968,49465.5,49465.5,48855.5,49001.0,142.66,7001263.13154,49076.56758404598,106.54244380757802,49099.0
2021-02-24 20:00:00,19814025.496,48978.5,49270.5,48781.0,48918.0,114.18,5597029.32974,49019.34953354352,128.76183910661246,48840.5
2021-02-24 20:30:00,20827793.412,48886.5,49259.5,48634.5,49179.5,157.24,7689687.55856,48904.14372017298,181.49700659561464,48742.0
2021-02-24 21:00:00,29193541.601,49171.5,49175.0,48149.5,48225.0,270.25,13123669.00302,48561.21740247919,296.47188482848685,48206.5
2021-02-24 21:30:00,16944786.525,48206.5,48908.0,48148.0,48802.5,126.05,6104197.5025,48426.794942483146,170.19381208903258,48349.0
2021-02-24 22:00:00,16939734.508,48375.75,48723.499,48036.5,48684.0,43.41,2102158.25795,48425.668231974196,148.06516084510778,48587.0
2021-02-24 22:30:00,17450762.051,48697.5,48995.5,48489.0,48878.5,64.81,3162261.06209,48792.79527989508,103.45817817780295,48814.5
2021-02-24 23:00:00,33277589.898,48843.0,49548.0,48780.0,49355.0,245.27,12092307.32447,49302.02358409101,127.67896730175394,49367.0
2021-02-24 23:30:00,23718907.698,49394.5,49792.0,49365.0,49767.0,164.9,8179717.81125,49604.11043814432,83.40470565596821,49590.5
