timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,gmni_vwap,ecart_type,vwmp_upper
2021-02-24 16:00:00,44552574.66,49898.58,50138.01,49415.39,49494.88,45.2706793565,2253509.084211727,49778.55681081506,185.30305507162132,49477.09
2021-02-24 16:30:00,41538750.13,49537.49,49907.16,49306.35,49393.64,35.411837708,1758033.2659135852,49645.355330328486,133.5435235993257,49504.42
2021-02-24 17:00:00,64865687.93,49391.94,50016.49,49385.52,49772.89,111.3348316471,5548370.459537282,49834.992135471584,133.35893156445312,49873.78
2021-02-24 17:30:00,48992296.78,49771.38,50126.6,49647.68,50095.84,75.2898948773,3753691.4459366514,49856.51065198119,104.60109709726486,49700.0
2021-02-24 18:00:00,52886984.47,50122.58,50128.0,49552.45,49681.96,108.7178070608,5416006.909896642,49817.10960070929,151.82166955927087,49579.61
2021-02-24 18:30:00,40612523.14,49680.21,50033.53,49602.48,49612.0,52.0814619946,2591242.0729385065,49753.635433797455,111.4675056091792,49680.21
2021-02-24 19:00:00,47180714.17,49612.0,49732.31,49352.38,49479.2,54.1084210804,2679104.702066073,49513.63666822169,85.32306885173175,49500.0
2021-02-24 19:30:00,62568409.17,49472.89,49472.89,48900.0,48974.48,115.1079765767,5647141.68900798,49059.516611736406,107.56148554421029,48900.08
2021-02-24 20:00:00,55918010.79,48971.4,49255.71,48782.42,48907.6,92.7933616467,4547423.309427517,49005.91193949095,134.60244259101097,49010.0
2021-02-24 20:30:00,64283523.45,48906.88,49255.52,48626.66,49179.75,87.1485303801,4261270.030006677,48896.63671230099,173.3125970697856,48790.49
2021-02-24 21:00:00,63607465.18,49106.84,49171.5,48139.0,48218.64,77.0796844353,3749068.0614944976,48638.86105607284,289.68267275004445,49091.0
2021-02-24 21:30:00,43955195.6,48228.98,48968.01,48139.0,48811.21,58.536482856,2831936.624556856,48379.00205797182,164.98328686286737,48169.0
2021-02-24 22:00:00,41128698.33,48790.49,48790.49,48113.83,48728.78,39.646172045,1920524.0654593275,48441.6014559856,168.78463350830953,48132.5
2021-02-24 22:30:00,38089335.53,48735.81,49004.72,48505.47,48894.23,67.9237733111,3312814.596386712,48772.53478268317,102.25450176918149,48863.0
2021-02-24 23:00:00,34074021.1,48852.32,49579.74,48786.49,49347.98,31.0957531529,1534289.1663423413,49340.79450650814,152.7703364701257,49309.1
2021-02-24 23:30:00,32794835.46,49409.24,49809.31,49401.74,49766.06,26.239240538,1301356.313818906,49595.80716272125,97.96564405495442,49700.0
