timestamp,price,price_open,price_high,price_low,price_close,amount,weighted_volume,stmp_vwap,ecart_type,vwmp_upper
2021-02-24 16:30:00,35747176.83,49536.01,49892.65,49328.53,49371.52,67.41957019,3348090.79896827,49660.518296583185,119.52272218482355,49774.76
2021-02-24 17:00:00,35532380.96,49368.78,49997.49,49354.01,49738.59,65.1668987,3245572.8992965687,49804.01038014363,167.48230386464544,49613.15
2021-02-24 17:30:00,29365547.12,49736.75,50099.91,49629.06,50086.38,66.90335951,3337739.936906922,49888.973608388565,110.49860268762312,49684.75
2021-02-24 18:00:00,35107936.96,50061.08,50091.97,49545.55,49704.48,92.28904147,4598421.774813216,49826.30333535326,157.99267200649834,49591.37
2021-02-24 18:30:00,39606946.92,49687.99,50022.34,49596.7,49618.4,91.64961386,4568726.878601969,49849.93047085782,119.89454577548695,49822.0
2021-02-24 19:00:00,54619602.38,49631.06,49748.4,49367.7,49451.55,149.89080639,7421620.875325801,49513.516232713635,84.54087004512691,49418.47
2021-02-24 19:30:00,48359302.88,49440.65,49450.88,48850.23,48991.68,114.46605465,5620991.040766139,49106.18312086761,117.00127116904034,49030.59
2021-02-24 20:00:00,36818458.33,48971.58,49293.55,48764.54,48923.63,92.81414154,4552205.801759017,49046.46777126262,133.71491823046068,49184.21
2021-02-24 20:30:00,62520276.29,48914.43,49262.14,48615.55,49178.11,198.69291479,9710624.446686396,48872.52500648867,170.90078790750758,48838.46
2021-02-24 21:00:00,62515273.08,49152.28,49191.28,48156.63,48196.08,216.78918545,10525880.808673648,48553.53271808536,285.5931611643308,48209.01
2021-02-24 21:30:00,33941360.55,48203.36,48946.4,48130.0,48786.95,94.36554449,4568168.019120552,48409.279507783096,197.58629488696945,48675.32
2021-02-24 22:00:00,47277181.02,48768.54,48770.64,48050.0,48712.35,116.6782818,5645931.873491987,48388.88425842405,165.45124382785696,48628.65
2021-02-24 22:30:00,44779413.93,48712.8,48995.2,48522.96,48843.17,109.08440076,5321762.242581558,48785.731099079276,99.98101959878707,48656.2
2021-02-24 23:00:00,49651769.63,48831.81,49558.02,48798.61,49350.47,136.37043076,6726846.824371744,49327.752261855116,148.10754201571783,49320.0
2021-02-24 23:30:00,54925701.25,49359.77,49789.41,49359.77,49754.0,207.01138262999999,10272116.682686882,49621.02350210694,95.07903816867282,49707.73
