timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,all_vwap,sigma,all_vwmp (upper)
2021-02-24 17:55:00,0.2,49860.0,50126.6,49811.0,50081.0,282.26,14109906.066944836,49988.5,70.8,49835.12
2021-02-24 18:00:00,0.15,50096.69,50171.79,49931.0730084,49997.94,207.79,10394103.02908537,50022.82,32.96,50016.5
2021-02-24 18:05:00,0.18,49989.0,50020.25,49711.0,49884.71,222.47,11092555.176981274,49861.58,66.35,49800.0
2021-02-24 18:10:00,0.17,49884.7,49949.56,49625.0,49684.08,172.83,8596886.083922151,49741.31,79.91,49713.0
2021-02-24 18:15:00,0.16,49684.08,49849.47,49552.5,49589.59,188.18,9352298.643802477,49699.89,69.35,49700.0
2021-02-24 18:20:00,0.13,49589.59,49694.09,49510.0,49676.87,169.54,8407123.003894705,49587.76,30.02,49579.61
2021-02-24 18:25:00,0.1,49676.87,49755.88,49631.0,49685.15,118.46,5886725.106275661,49694.61,24.84,49700.0
2021-02-24 18:30:00,0.14,49685.14,49961.4,49644.5,49930.0,149.31,7439400.29712127,49824.99,78.66,49680.21
2021-02-24 18:35:00,0.13,49952.15,50044.5,49882.0,49898.0,124.06,6197456.687775248,49955.72,30.02,49984.0
2021-02-24 18:40:00,0.11,49940.0,49971.89,49835.0,49895.54,167.1,8337714.4311499735,49896.18,24.7,49900.1
2021-02-24 18:45:00,0.12,49907.5,49908.241,49748.0,49854.42,173.95,8665423.79559142,49815.28,31.19,49790.05
2021-02-24 18:50:00,0.14,49876.2,49876.5,49661.0,49703.25,128.13,6373689.740290717,49742.8,46.63,49779.0
2021-02-24 18:55:00,0.14,49713.4,49772.26,49579.819,49619.18,128.95,6402697.460488382,49651.89,45.04,49612.75
2021-02-24 19:00:00,0.14,49631.06,49748.4,49584.993,49629.54,156.22,7757534.163184205,49657.08,36.1,49653.0
2021-02-24 19:05:00,0.23,49630.63,49644.51,49280.0,49396.52,267.66,13246023.909312727,49488.91,69.69,49629.25
2021-02-24 19:10:00,0.21,49399.28,49713.38,49357.5,49397.01,346.87,17162257.136203025,49478.2,86.4,49380.57
2021-02-24 19:15:00,0.13,49397.01,49557.38,49380.0,49504.0,196.31,9712680.533555642,49476.81,33.12,49500.0
2021-02-24 19:20:00,0.1,49520.26,49615.7,49460.0,49529.13,123.18,6100559.639085191,49525.94,24.2,49516.6
2021-02-24 19:25:00,0.12,49519.75,49562.0,49382.55,49457.47,150.39,7440829.53736037,49478.5,40.85,49428.0
2021-02-24 19:30:00,0.24,49472.47,49475.25,49129.028,49203.05,238.12,11728210.962027023,49252.96,74.53,49265.5
2021-02-24 19:35:00,0.28,49197.54,49222.5,48804.0,48908.0,339.62,16642251.362341903,49002.13,88.88,49060.7
2021-02-24 19:40:00,0.17,48914.5,49165.92,48874.44,49015.4,289.63,14206675.186733356,49051.19,49.44,49096.9
2021-02-24 19:45:00,0.18,49013.46,49261.5,48932.52,49032.36,210.85,10353170.127864305,49102.21,63.4,49100.0
2021-02-24 19:50:00,0.15,49032.36,49172.73,48923.69,48951.34,178.89,8774711.786984142,49050.73,55.76,49000.9
2021-02-24 19:55:00,0.15,48952.5,49105.47,48872.0,48990.27,220.93,10820752.23116468,48977.25,42.88,49030.59
2021-02-24 20:00:00,0.22,48990.27,49293.55,48855.6,49224.98,348.88,17110866.552228723,49044.92,133.57,49168.2
2021-02-24 20:05:00,0.11,49224.99,49242.75,49028.09,49040.0,121.71,5980556.344062171,49138.08,53.62,49221.0
2021-02-24 20:10:00,0.14,49040.0,49249.27,48996.18788,49204.33,178.65,8777860.188257331,49133.14,59.21,49093.32
2021-02-24 20:15:00,0.13,49186.42597908,49214.0,48924.04,48950.01,137.64,6755970.458061035,49085.2,56.89,49116.0
2021-02-24 20:20:00,0.19,48950.0,49052.71,48772.0,48838.06,227.0,11103654.486280903,48915.33,59.41,48809.1
2021-02-24 20:25:00,0.17,48840.55,48947.98,48750.0,48898.07,191.72,9362986.82969979,48837.26,41.86,48821.7
2021-02-24 20:30:00,0.24,48884.0,48920.25,48569.0,48752.999,359.8,17527945.789466724,48716.46,63.17,48749.9
2021-02-24 20:35:00,0.2,48733.52,48913.08,48591.66,48889.19,264.36,12887472.786086148,48750.51,69.47,48795.8
2021-02-24 20:40:00,0.19,48906.48,49049.0,48656.39,48662.64,231.38,11310707.210309189,48882.8,104.1,48891.5
2021-02-24 20:45:00,0.14,48666.26,48907.46,48649.0,48885.63,200.49,9777519.300898511,48769.22,64.32,48791.2
2021-02-24 20:50:00,0.15,48886.15,49030.87,48836.0,48987.51,183.35,8974727.443365518,48947.51,40.97,48886.1
2021-02-24 20:55:00,0.25,48987.53,49279.32,48896.0,49174.4,373.41,18331014.662707582,49090.9,89.63,48991.4
2021-02-24 21:00:00,0.14,49152.28,49193.77,48936.0,48950.4,225.42,11066449.84383988,49091.81,57.25,49091.0
2021-02-24 21:05:00,0.19,48952.21,49011.11,48635.52,48736.99,303.8,14824818.782371448,48797.37,74.9,48700.0
2021-02-24 21:10:00,0.19,48711.0,48741.37,48512.0,48531.0,189.21,9196040.622768687,48601.22,47.1,48641.37
2021-02-24 21:15:00,0.32,48546.12,48644.47,48212.5,48275.01,562.87,27259130.247041296,48428.56,102.15,48375.0
2021-02-24 21:20:00,0.25,48291.7,48580.0,48135.88,48509.74,406.74,19640241.951820206,48286.41,106.33,48209.01
2021-02-24 21:25:00,0.19,48529.06,48534.6,48159.0,48173.98,258.69,12489340.277020304,48279.47,76.23,48233.6
2021-02-24 21:30:00,0.14,48203.36,48371.32,48152.05,48326.41,203.63,9829004.152761696,48268.89,39.42,48312.3
2021-02-24 21:35:00,0.16,48325.45,48575.71,48286.0,48418.26,156.15,7561948.153162289,48425.94,58.8,48463.0
2021-02-24 21:40:00,0.12,48433.76,48562.84,48371.22,48471.9,118.19,5727905.841180488,48464.78,27.39,48462.7
2021-02-24 21:45:00,0.15,48475.1,48513.9,48187.98,48283.87,144.33,6979878.500834028,48359.09,79.0,48430.2
2021-02-24 21:50:00,0.17,48264.45,48389.33,48111.0,48376.5,202.38,9761041.979600357,48232.09,57.14,48266.71
2021-02-24 21:55:00,0.28,48376.5,48968.01,48298.15,48757.56,244.69,11908040.387166686,48665.17,148.04,48753.9
2021-02-24 22:00:00,0.15,48768.54,48790.49,48352.5,48450.55,135.33,6572859.001828344,48568.42,93.82,48611.0
2021-02-24 22:05:00,0.17,48450.54,48556.52,48091.75,48150.01,120.89,5837141.528530251,48286.11,108.32,48175.0
2021-02-24 22:10:00,0.22,48155.0,48413.05,48036.5,48185.0,249.36,12017550.53411252,48194.45,92.43,48289.0
2021-02-24 22:15:00,0.13,48185.0,48518.5,48135.3,48360.25,167.5,8105413.306698839,48389.85,74.69,48468.9
2021-02-24 22:20:00,0.16,48344.02,48519.11,48268.0,48479.29,142.09,6872735.400973482,48367.34,50.76,48421.0
2021-02-24 22:25:00,0.2,48476.46,48728.78,48418.0,48710.0,136.78,6642213.924871662,48561.21,81.38,48677.0
2021-02-24 22:30:00,0.24,48710.06,48950.51,48529.38,48900.0,243.52,11878535.273284154,48778.97,91.17,48858.85
2021-02-24 22:35:00,0.18,48927.44,49004.72,48583.83,48707.98,181.72,8871361.696909472,48819.64,109.46,48813.4
2021-02-24 22:40:00,0.12,48700.2,48842.98,48590.91,48640.0,95.84,4669006.461435395,48716.52,41.61,48700.0
2021-02-24 22:45:00,0.13,48585.0,48839.83,48489.0,48724.6,137.71,6700241.816453456,48655.12,69.34,48551.1
2021-02-24 22:50:00,0.13,48705.48,48905.51,48689.8,48849.99,166.19,8110916.371819154,48805.36,44.19,48733.5
2021-02-24 22:55:00,0.14,48826.07,48962.1,48710.18,48833.25,126.66,6187929.41247289,48854.1,46.23,48831.7
2021-02-24 23:00:00,0.26,48831.81,49318.97,48753.08,49200.4,265.96,13052452.426148854,49076.95,145.49,48808.7
2021-02-24 23:05:00,0.28,49191.95,49579.74,49163.11,49480.0,269.14,13299430.245604958,49415.3,79.37,49500.0
2021-02-24 23:10:00,0.15,49452.93,49480.25,49221.68,49388.32,209.9,10356060.241140453,49338.71,41.44,49350.02
2021-02-24 23:15:00,0.17,49369.25,49402.5,49103.25,49191.93,280.73,13824432.330652146,49244.22,49.85,49212.1
2021-02-24 23:20:00,0.19,49170.35,49508.0,49163.12,49367.01,270.41,13349437.576984417,49367.58,73.03,49369.9
2021-02-24 23:25:00,0.19,49351.9,49503.66,49222.79,49360.0,229.55,11337919.211020028,49391.06,55.12,49393.1
2021-02-24 23:30:00,0.17,49359.99,49582.52,49331.6,49398.17,158.43,7835681.783865889,49459.74,47.66,49462.1
2021-02-24 23:35:00,0.23,49398.17,49809.31,49365.32,49592.51,182.18,9041529.904248143,49629.68,73.89,49746.8
2021-02-24 23:40:00,0.13,49608.66,49662.04,49472.29,49605.0,160.69,7967992.281810637,49584.6,41.24,49510.1
2021-02-24 23:45:00,0.16,49597.66,49792.0,49498.6,49691.48,144.82,7195561.583255949,49684.57,48.82,49610.0
2021-02-24 23:50:00,0.18,49712.66,49840.2,49500.0,49580.14,351.55,17456902.133250467,49657.38,55.62,49740.4
2021-02-24 23:55:00,0.13,49555.09,49773.07,49522.0,49737.82,160.07,7946543.248805287,49644.89,60.33,49698.3
