timestamp,Price [Md€],price_open,price_high,price_low,price_close,Amount [BTC],weighted_volume,bfly_vwap,sigma,bfly_vwmp (upper)
2021-02-24 13:15:00,0.0,50124.32,50124.32,49830.23,49839.99,0.59,29503.036,50005.15,140.52,50124.32
2021-02-24 13:20:00,0.0,49560.79,49560.79,49560.79,49560.79,0.02,999.0008088932001,49560.79,0.0,49560.79
2021-02-24 13:30:00,0.0,49316.51,49334.08,48978.31,49206.42,1.16,57167.9844875463,49218.02,79.53,49209.12
2021-02-24 13:40:00,0.0,49381.93,49381.93,49381.93,49381.93,0.23,11357.8439,49381.93,0.0,49381.93
2021-02-24 13:45:00,0.0,49637.76,49870.34,49630.31,49870.34,1.41,70181.81869251601,49720.84,69.14,49637.76
2021-02-24 13:50:00,0.0,49699.0,49699.0,49699.0,49699.0,0.04,1754.6331348,49699.0,0.0,49699.0
2021-02-24 14:05:00,0.0,49700.0,49700.0,49700.0,49700.0,0.05,2450.21,49700.0,0.0,49700.0
2021-02-24 14:10:00,0.0,49288.39,49347.5,49272.35,49347.5,1.01,49997.0982166,49282.5,24.68,49347.5
2021-02-24 14:15:00,0.0,49516.91,49516.91,49516.91,49516.91,0.01,495.16910000000007,49516.91,0.0,49516.91
2021-02-24 14:35:00,0.0,49344.0,49344.0,49344.0,49344.0,0.01,493.44,49344.0,0.0,49344.0
2021-02-24 14:40:00,0.0,48975.06,48975.06,48888.0,48888.0,0.01,677.6359010476,48953.43,38.12,48888.0
2021-02-24 14:45:00,0.0,49200.75,49200.75,49200.75,49200.75,0.2,9840.150000000001,49200.75,0.0,49200.75
2021-02-24 14:50:00,0.0,49026.73,49026.73,49026.73,49026.73,0.1,4902.673000000001,49026.73,0.0,49026.73
2021-02-24 15:10:00,0.0,49085.09,49127.37,49085.09,49127.37,0.5,24567.853211,49106.24,19.93,49127.37
2021-02-24 15:20:00,0.0,48631.44,48661.0,48517.6,48661.0,1.25,60753.26,48602.61,60.02,48542.0
2021-02-24 15:25:00,0.0,48877.44,48971.42,48865.41,48971.42,0.6,29332.8545,48888.09,47.39,48971.42
2021-02-24 15:30:00,0.0,49304.15,49304.15,49304.15,49304.15,0.0,88.74747,49304.15,0.0,49304.15
2021-02-24 15:40:00,0.0,49321.43,49321.43,49321.43,49321.43,0.01,443.89286999999996,49321.43,0.0,49321.43
2021-02-24 16:00:00,0.0,50314.08,50314.08,49999.25,50014.08,0.1,5004.363510000001,50043.64,132.18,49999.25
2021-02-24 16:05:00,0.0,49969.31,49969.31,49969.31,49969.31,0.02,999.3862,49969.31,0.0,49969.31
2021-02-24 16:10:00,0.0,49769.03,49769.03,49766.55,49766.55,0.14,6718.53385,49766.92,1.24,49769.03
2021-02-24 16:20:00,0.0,49449.13,49449.13,49449.13,49449.13,0.25,12377.117239000001,49449.13,0.0,49449.13
2021-02-24 16:25:00,0.0,49640.73,49640.73,49584.9,49584.9,0.38,18672.4655975844,49612.82,27.92,49640.73
2021-02-24 16:30:00,0.0,49537.17,49537.17,49537.17,49537.17,0.01,568.3295486042999,49537.17,0.0,49537.17
2021-02-24 17:05:00,0.0,49717.23,49717.23,49717.23,49717.23,0.01,497.17230000000006,49717.23,0.0,49717.23
2021-02-24 17:25:00,0.0,49779.0,49779.0,49779.0,49779.0,0.0,149.98960269,49779.0,0.0,49779.0
2021-02-24 17:35:00,0.0,49704.36,49731.74,49704.36,49731.74,0.07,3251.7462388724,49710.81,13.69,49731.74
2021-02-24 18:15:00,0.0,49600.0,49600.0,49600.0,49600.0,0.12,5952.0,49600.0,0.0,49600.0
2021-02-24 18:30:00,0.0,49700.0,49700.0,49700.0,49700.0,0.0,149.1,49700.0,0.0,49700.0
2021-02-24 19:10:00,0.0,49444.96,49444.96,49444.96,49444.96,0.1,4944.496,49444.96,0.0,49444.96
2021-02-24 19:30:00,0.0,49444.96,49444.96,49400.0,49400.0,0.1,5092.696,49443.65,22.48,49400.0
2021-02-24 19:35:00,0.0,48997.6,48997.6,48997.6,48997.6,0.26,12955.808198719998,48997.6,0.0,48997.6
2021-02-24 20:00:00,0.0,49144.07,49144.07,49144.07,49144.07,0.46,22563.403827739,49144.07,0.0,49144.07
2021-02-24 20:40:00,0.0,48900.23,48971.77,48847.56,48847.56,1.04,50651.990024,48920.21,33.97,48929.05
2021-02-24 20:55:00,0.0,49144.07,49279.32,49144.07,49279.32,0.02,738.51355,49234.24,63.76,49144.07
2021-02-24 21:05:00,0.0,48844.07,48844.07,48844.07,48844.07,0.0,244.22035,48844.07,0.0,48844.07
2021-02-24 21:15:00,0.0,48272.99,48478.83,48272.99,48478.83,0.7,33681.671055535604,48415.85,93.62,48297.57
2021-02-24 21:30:00,0.0,48202.94,48311.97,48202.94,48311.97,0.1,4827.1138,48271.14,48.62,48202.94
2021-02-24 21:35:00,0.0,48413.49,48413.49,48413.49,48413.49,0.31,15102.423599634,48413.49,0.0,48413.49
2021-02-24 21:55:00,0.0,48499.0,48499.0,48499.0,48499.0,0.0,242.495,48499.0,0.0,48499.0
2021-02-24 22:05:00,0.0,48211.04,48211.04,48211.04,48211.04,0.02,964.2208,48211.04,0.0,48211.04
2021-02-24 22:10:00,0.0,48070.33,48210.44,48070.33,48168.94,0.54,26000.7312,48149.5,41.56,48148.7
2021-02-24 22:15:00,0.0,48196.87,48293.7,48196.87,48252.47,1.04,50229.987458285,48266.13,36.15,48196.87
2021-02-24 22:30:00,0.0,48864.19,48864.19,48864.19,48864.19,0.12,5863.7028,48864.19,0.0,48864.19
2021-02-24 23:40:00,0.0,49603.44,49603.44,49603.44,49603.44,0.08,3819.46488,49603.44,0.0,49603.44
2021-02-24 23:55:00,0.0,49712.15,49712.15,49712.15,49712.15,0.01,268.44561000000004,49712.15,0.0,49712.15
